geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng
11436,Guaruja,SP,-23.971208395661478,-46.25152420256195
11438,Guaruja,SP,-23.964105436513734,-46.24706218089051
11440,Guaruja,SP,-23.983786906789252,-46.24074680750369
11441,Guaruja,SP,-23.97915587674242,-46.228265226057
11442,Guaruja,SP,-23.9761179149753,-46.220038439706194
11443,Guaruja,SP,-23.979090612559922,-46.205438402194986
11444,Guaruja,SP,-23.969918602246146,-46.189098374700016
11445,Guaruja,SP,-23.957462411803142,-46.195737175683135
11446,Guaruja,SP,-23.943377092119317,-46.19790613152642
11449,Guaruja,SP,-23.971979653258675,-46.21200279577183
11450,Guaruja,SP,-23.94195407899811,-46.30256477959018
11451,Guaruja,SP,-23.945473847773897,-46.28944883420094
11453,Guaruja,SP,-23.936702982679112,-46.28689951416298
11454,Guaruja,SP,-23.94635085661444,-46.281306673301884
11460,Guaruja,SP,-23.95723957086806,-46.28496710191545
11461,Guaruja,SP,-23.95528317943591,-46.27386492315133
11462,Guaruja,SP,-23.95454349753292,-46.284612764805324
11463,Guaruja,SP,-23.953061896804826,-46.288223511279675
11470,Guaruja,SP,-23.960363996260295,-46.27825012976766
11471,Guaruja,SP,-23.964550695667054,-46.27876856476224
11472,Guaruja,SP,-23.973025603853962,-46.275265502365066
11473,Guaruja,SP,-23.95311968425569,-46.291039381080736
11495,Guaruja,SP,-23.96363889580412,-46.25211614556842
11497,Guaruja,SP,-23.96351925,-46.24482487499999
11500,Cubatao,SP,-23.88021442880335,-46.41727266494471
11505,Cubatao,SP,-23.875381392608364,-46.42139222358542
11510,Cubatao,SP,-23.886268435253385,-46.4240869928356
11515,Cubatao,SP,-23.889904428156523,-46.42906587668357
11520,Cubatao,SP,-23.89517936542375,-46.42385612048428
11523,Cubatao,SP,-23.903016322350112,-46.424809776427686
11525,Cubatao,SP,-23.894811578963388,-46.427765005046574
11530,Cubatao,SP,-23.93096161562972,-46.400202583661105
11531,Cubatao,SP,-23.920805354426566,-46.40774656265185
11533,Cubatao,SP,-23.927947743741854,-46.40974227350017
11534,Cubatao,SP,-23.920094542440566,-46.42652765076223
11535,Cubatao,SP,-23.93364749174699,-46.43022081878949
11538,Cubatao,SP,-23.89913257562389,-46.43352506701299
11540,Cubatao,SP,-23.87442495936004,-46.4467034808632
11542,Cubatao,SP,-23.91247945234129,-46.464091820911676
11543,Cubatao,SP,-23.886093552425496,-46.44993710026694
11548,Cubatao,SP,-23.893385508118957,-46.417588278359354
11550,Cubatao,SP,-23.87824490292869,-46.42656376030944
11555,Cubatao,SP,-23.880914180362485,-46.45025018036249
11570,Cubatao,SP,-23.835696870968384,-46.378451714779516
11573,Cubatao,SP,-23.883457499999995,-46.4281605
11600,Sao Sebastiao,SP,-23.771731754447984,-45.52529592946437
11601,Sao Sebastiao,SP,-23.717225617320498,-45.43224617919913
11602,Sao Sebastiao,SP,-23.726916961567067,-45.42373020573833
11603,Sao Sebastiao,SP,-23.732093991120365,-45.403250467907846
11604,Sao Sebastiao,SP,-23.766663234153345,-45.4130612105246
11605,Sao Sebastiao,SP,-23.773205030086796,-45.40602530384687
11606,Sao Sebastiao,SP,-23.781267450912537,-45.40194765665171
11608,Sao Sebastiao,SP,-23.79850343136323,-45.403391424007815
11609,Sao Sebastiao,SP,-23.801617154149607,-45.405355784986774
11610,Sao Sebastiao,SP,-23.807146080025543,-45.41314177246995
11611,Sao Sebastiao,SP,-23.814307125001623,-45.416362481061135
11612,Sao Sebastiao,SP,-23.821627487529327,-45.43286466051382
11614,Sao Sebastiao,SP,-23.821294383771278,-45.466998174110714
11615,Sao Sebastiao,SP,-23.809896492762707,-45.508745101522116
11617,Sao Sebastiao,SP,-23.794577364040794,-45.57408243947369
11618,Sao Sebastiao,SP,-23.781187301287556,-45.62013060008777
11619,Sao Sebastiao,SP,-23.7746068073884,-45.63607847715358
11620,Maresias,SP,-23.792987242022033,-45.55563291618097
11621,Sao Sebastiao,SP,-23.774369553698463,-45.67434650148557
11622,Sao Sebastiao,SP,-23.77043797625485,-45.67994492992504
11623,Sao Sebastiao,SP,-23.76450004879402,-45.72013386178555
11624,Sao Sebastiao,SP,-23.759765367386116,-45.76393937474926
11625,Sao Sebastiao,SP,-23.76410937665373,-45.78841302678546
11626,Sao Sebastiao,SP,-23.754173209246392,-45.82014596133001
11628,Sao Sebastiao,SP,-23.787568475921134,-45.56256218129031
11629,Sao Sebastiao,SP,-23.758468817638647,-45.413977486604004
11630,Ilhabela,SP,-23.814526222798346,-45.36872586432739
11660,Caraguatatuba,SP,-23.622808936233554,-45.41413597858686
11661,Caraguatatuba,SP,-23.62113045883141,-45.399029937024274
11662,Caraguatatuba,SP,-23.62293340839172,-45.38516861685006
11663,Caraguatatuba,SP,-23.618206340751883,-45.386606453628595
11664,Caraguatatuba,SP,-23.613170985761695,-45.3929749437433
11665,Caraguatatuba,SP,-23.635063933488105,-45.42502182165966
11666,Caraguatatuba,SP,-23.666200132168953,-45.436960616857974
11667,Caraguatatuba,SP,-23.68604017784386,-45.436779331088815
11668,Caraguatatuba,SP,-23.70982015879929,-45.440673750140895
11669,Caraguatatuba,SP,-23.69765729670045,-45.444103062845926
11670,Caraguatatuba,SP,-23.684927767588466,-45.44318995498896
11671,Caraguatatuba,SP,-23.67398268920312,-45.443431675164
11672,Caraguatatuba,SP,-23.658199664459282,-45.438700765763734
11673,Caraguatatuba,SP,-23.63759173027465,-45.43653965834331
11674,Caraguatatuba,SP,-23.629055643177534,-45.43371185336911
11675,Caraguatatuba,SP,-23.613610820929743,-45.42767671982126
11676,Caraguatatuba,SP,-23.604520431800804,-45.357386158227364
11677,Caraguatatuba,SP,-23.58116600992012,-45.33489099090811
11678,Caraguatatuba,SP,-23.66299692575555,-45.447231875515854
11679,Caraguatatuba,SP,-23.59337574733729,-45.3368484316056
11680,Ubatuba,SP,-23.452929299956928,-45.093219408528476
11700,Praia Grande,SP,-24.01038369810231,-46.406277006157715
11701,Praia Grande,SP,-24.00892314920889,-46.41912533835565
11702,Praia Grande,SP,-24.014394674314207,-46.43835831981763
11703,Praia Grande,SP,-24.020432382666982,-46.45996058132934
11704,Praia Grande,SP,-24.026525667888205,-46.478236942635036
11705,Praia Grande,SP,-24.03661708098261,-46.50486334481665
11706,Praia Grande,SP,-24.047332489747546,-46.525443189675045
11707,Praia Grande,SP,-24.05456065295481,-46.542091190596324
11708,Praia Grande,SP,-24.067888805103607,-46.56761786544669
11709,Praia Grande,SP,-24.078626536796136,-46.58934286638432
11710,Praia Grande,SP,-24.076452551306858,-46.5936137728502
11711,Praia Grande,SP,-24.047101081589602,-46.534613698890226
11712,Praia Grande,SP,-24.035800350309216,-46.53027244443792
11713,Praia Grande,SP,-24.03084714756007,-46.52264892986977
11714,Praia Grande,SP,-24.025349845000715,-46.511762502131624
11717,Praia Grande,SP,-24.02276794977201,-46.49706890744068
11718,Praia Grande,SP,-24.016285702089217,-46.482021557134395
11719,Praia Grande,SP,-24.014996228034303,-46.46602520017626
11720,Praia Grande,SP,-24.008341755064745,-46.45929254716721
11721,Praia Grande,SP,-24.010996569087155,-46.45219165211514
11722,Praia Grande,SP,-24.001499900399846,-46.4498635167305
11723,Praia Grande,SP,-24.005082885034327,-46.449240297939156
11724,Praia Grande,SP,-24.00472589896189,-46.43774006434078
11725,Praia Grande,SP,-23.99742100393031,-46.42279317244965
11726,Praia Grande,SP,-23.99538672658275,-46.408092424918124
11730,Mongagua,SP,-24.11189555747921,-46.665437421768196
11740,Itanhaem,SP,-24.18271029899566,-46.801838599988436
11750,Peruibe,SP,-24.303098802679976,-46.98704897913631
11760,Itariri,SP,-24.290642394425944,-47.164350224471185
11770,Ana Dias,SP,-24.303711041917182,-47.066068664780154
11790,Pedro De Toledo,SP,-24.279033957085804,-47.235761825825534
11800,Juquia,SP,-24.316625385471756,-47.634745537475155
11850,Miracatu,SP,-24.27876853096373,-47.44974510482226
11900,Registro,SP,-24.498837779550897,-47.84616128650988
11910,Sete Barras,SP,-24.385497130331405,-47.92805608893468
11920,Iguape,SP,-24.704619558438885,-47.55535990452377
11925,Ilha Comprida,SP,-24.74792044049035,-47.556163577110816
11930,Pariqueraacu,SP,-24.715275336616124,-47.88138462884032
11940,Jacupiranga,SP,-24.70183124001718,-48.00518422912897
11950,Cajati,SP,-24.72819885032075,-48.1128044045457
11955,Barra Do Turvo,SP,-24.778404880119687,-48.49975225264679
11960,Eldorado,SP,-24.522798824215823,-48.10802251113439
11990,Cananeia,SP,-25.009292746688903,-47.93195710361432
12010,Taubate,SP,-23.032505379277787,-45.5594381761617
12020,Taubate,SP,-23.024280905181556,-45.55908211584209
12030,Taubate,SP,-23.032142161173525,-45.57046127271817
12031,Taubate,SP,-23.039536166276566,-45.58107022035313
12032,Taubate,SP,-23.042432206324502,-45.5919731250304
12040,Taubate,SP,-23.02980736106754,-45.58990903449013
12041,Taubate,SP,-23.027766508413336,-45.578564280368944
12042,Taubate,SP,-23.03972972608239,-45.610002376759276
12043,Taubate,SP,-23.02783030149171,-45.62099077394347
12045,Taubate,SP,-23.049161647213648,-45.62963630122945
12050,Taubate,SP,-23.01997035777431,-45.57156916139429
12051,Taubate,SP,-23.01200874342929,-45.585652014090726
12052,Taubate,SP,-23.009417600463877,-45.56793059262498
12053,Taubate,SP,-23.005570806176625,-45.57546302746438
12054,Taubate,SP,-23.023045010918338,-45.57946618420254
12060,Taubate,SP,-23.014807429888094,-45.55899719867828
12061,Taubate,SP,-23.003775163660315,-45.55922387088622
12062,Taubate,SP,-23.00303148883768,-45.54693113414872
12070,Taubate,SP,-23.01758622252829,-45.54145499768457
12071,Taubate,SP,-23.004329658806387,-45.532156004792505
12072,Taubate,SP,-23.007841485129667,-45.52110729830195
12080,Taubate,SP,-23.022806049124338,-45.550847355737325
12081,Taubate,SP,-23.027633427165465,-45.53357932189232
12082,Taubate,SP,-23.035513913821124,-45.5445280465859
12085,Taubate,SP,-23.017667037409296,-45.51834627001103
12086,Taubate,SP,-23.04745414714813,-45.518368682923274
12090,Taubate,SP,-23.044417151183058,-45.554036957841426
12091,Taubate,SP,-23.046085202113314,-45.568569904055046
12092,Taubate,SP,-23.0616712576859,-45.58596740211623
12093,Taubate,SP,-23.068725394296354,-45.569365952913884
12095,Taubate,SP,-23.075592023439484,-45.53831478182268
12120,Tremembe,SP,-22.97498488374376,-45.547937514535704
12130,Lagoinha,SP,-23.088728617085085,-45.19065349137051
12140,Sao Luiz Do Paraitinga,SP,-23.22649878894073,-45.388884352139286
12150,Catucaba,SP,-23.246340095815523,-45.20372634808252
12170,Redencao Da Serra,SP,-23.27663032336227,-45.529779177729296
12180,Natividade Da Serra,SP,-23.37765025519468,-45.4439920506923
12209,Sao Jose Dos Campos,SP,-23.178000475176187,-45.88381771655037
12210,Sao Jose Dos Campos,SP,-23.1834899556503,-45.88446560699558
12211,Sao Jose Dos Campos,SP,-23.164137570782792,-45.8932646045436
12212,Sao Jose Dos Campos,SP,-23.155406439486104,-45.89963152591728
12213,Sao Jose Dos Campos,SP,-23.150352277170946,-45.90931279216067
12214,Sao Jose Dos Campos,SP,-23.15909267656986,-45.91788498508536
12215,Sao Jose Dos Campos,SP,-23.18545241916594,-45.87164627370397
12216,Sao Jose Dos Campos,SP,-23.195572887198395,-45.879284650658
12220,Sao Jose Dos Campos,SP,-23.179558233032942,-45.85510343437451
12221,Sao Jose Dos Campos,SP,-23.17113410864847,-45.84103820732552
12223,Sao Jose Dos Campos,SP,-23.18117141546331,-45.82885254621153
12224,Sao Jose Dos Campos,SP,-23.178300100887494,-45.823462362520274
12225,Sao Jose Dos Campos,SP,-23.190566148375837,-45.796100343632865
12226,Sao Jose Dos Campos,SP,-23.14172824841051,-45.8985037934218
12227,Sao Jose Dos Campos,SP,-23.208988915768167,-45.85446999952331
12228,Sao Jose Dos Campos,SP,-23.251060768328074,-45.83435185164655
12229,Sao Jose Dos Campos,SP,-23.2697082798542,-45.86456680334708
12230,Sao Jose Dos Campos,SP,-23.224503345848696,-45.88784285021331
12231,Sao Jose Dos Campos,SP,-23.224372002311345,-45.88205980388528
12232,Sao Jose Dos Campos,SP,-23.258131236182972,-45.88760910492552
12233,Sao Jose Dos Campos,SP,-23.2466806873142,-45.88690913568322
12234,Sao Jose Dos Campos,SP,-23.283456855425758,-45.89541600724004
12235,Sao Jose Dos Campos,SP,-23.23378678072191,-45.90247179987766
12236,Sao Jose Dos Campos,SP,-23.250987185124412,-45.89887386715427
12237,Sao Jose Dos Campos,SP,-23.243574103583633,-45.91359768380582
12238,Sao Jose Dos Campos,SP,-23.256593496952405,-45.92009307287211
12239,Sao Jose Dos Campos,SP,-23.26702945622198,-45.90126374179415
12240,Sao Jose Dos Campos,SP,-23.22429835753479,-45.91320082089596
12241,Sao Jose Dos Campos,SP,-23.232505015099715,-45.92657167281119
12242,Sao Jose Dos Campos,SP,-23.201725128274056,-45.90668585444045
12243,Sao Jose Dos Campos,SP,-23.202268092167266,-45.898028480304646
12244,Sao Jose Dos Campos,SP,-23.198979411325496,-45.943170855800524
12245,Sao Jose Dos Campos,SP,-23.19800832733373,-45.88888771264313
12246,Sao Jose Dos Campos,SP,-23.216860677030184,-45.90859380488937
12247,Sao Jose Dos Campos,SP,-23.160675066688064,-45.800316567755644
12248,Sao Jose Dos Campos,SP,-23.170822134184274,-45.79632259632399
12249,Sao Francisco Xavier,SP,-22.912297041463816,-45.95861881911832
12250,Monteiro Lobato,SP,-22.95371488210672,-45.839550230520295
12260,Paraibuna,SP,-23.39314863042592,-45.660762194770186
12270,Jambeiro,SP,-23.26168303044727,-45.69815213667702
12280,Cacapava,SP,-23.093824983470043,-45.701705202111555
12281,Cacapava,SP,-23.10463140520373,-45.70609492602987
12282,Cacapava,SP,-23.103135690537695,-45.70022942265547
12283,Cacapava,SP,-23.104114819584026,-45.67752010997833
12284,Cacapava,SP,-23.11406169684072,-45.70061198906473
12285,Cacapava,SP,-23.125016228981334,-45.71406705773996
12286,Cacapava,SP,-23.109777967694743,-45.72053687360879
12287,Cacapava,SP,-23.106785313341348,-45.71364416682641
12288,Cacapava,SP,-23.093176807225497,-45.71105364946358
12289,Cacapava,SP,-23.070654425737228,-45.71787013886854
12290,Cacapava,SP,-23.057154800318813,-45.71273622698918
12294,Cacapava,SP,-23.13882462895721,-45.72152564292944
12295,Cacapava,SP,-23.188411473001143,-45.73469285365463
12297,Cacapava,SP,-23.08772711862367,-45.6901028027442
12301,Jacarei,SP,-23.267733362891654,-45.93995262197823
12302,Jacarei,SP,-23.27268656214656,-45.933193604544236
12305,Jacarei,SP,-23.276771834482673,-45.94763637264328
12306,Jacarei,SP,-23.287878042470552,-45.94758555862999
12307,Jacarei,SP,-23.29714964671475,-45.95630558731027
12308,Jacarei,SP,-23.303916909849313,-45.96265248801374
12309,Jacarei,SP,-23.309044796490923,-45.95713921568355
12310,Jacarei,SP,-23.299037067200647,-45.94694430122884
12311,Jacarei,SP,-23.282017820422997,-45.939407763928294
12312,Jacarei,SP,-23.301437394792437,-45.933087360966624
12315,Jacarei,SP,-23.316392845250522,-45.92932461750593
12316,Jacarei,SP,-23.316305934989167,-45.94056912975552
12318,Jacarei,SP,-23.31233789179588,-45.95536101287014
12319,Jacarei,SP,-23.32351271033363,-45.97001327564451
12320,Jacarei,SP,-23.313562901367344,-45.97591144517975
12321,Jacarei,SP,-23.298405738519904,-45.98443847155153
12322,Jacarei,SP,-23.310697250854687,-45.98442655904845
12323,Jacarei,SP,-23.324866602513097,-45.99090830839034
12324,Jacarei,SP,-23.313462288418744,-46.00368673383422
12325,Jacarei,SP,-23.305968307814418,-46.0156503326945
12326,Jacarei,SP,-23.32423999377957,-46.04564761976022
12327,Jacarei,SP,-23.30231825231695,-45.97188817895197
12328,Jacarei,SP,-23.288301572514964,-45.96299534609562
12329,Jacarei,SP,-23.28778653925781,-45.95363185079989
12330,Jacarei,SP,-23.2965014918086,-46.02047488758664
12331,Jacarei,SP,-23.271937941862575,-46.06549877693504
12333,Jacarei,SP,-23.22740608608312,-46.069444667461326
12334,Jacarei,SP,-23.270414515126454,-46.00217872831679
12335,Jacarei,SP,-23.264002959562273,-45.964500958733396
12340,Jacarei,SP,-23.36582531123548,-46.026639654165024
12341,Jacarei,SP,-23.293575656670832,-45.98510497307211
12350,Igarata,SP,-23.20504089340484,-46.15320025782969
12380,Santa Branca,SP,-23.39928048418671,-45.88538560664444
12400,Pindamonhangaba,SP,-22.926357443984426,-45.46285091085812
12401,Pindamonhangaba,SP,-22.920186332834536,-45.46440222679634
12402,Pindamonhangaba,SP,-22.917340261223625,-45.447347737894226
12403,Pindamonhangaba,SP,-22.921732048290643,-45.44386026623783
12404,Pindamonhangaba,SP,-22.906721243570203,-45.47078355100813
12405,Pindamonhangaba,SP,-22.923916492417288,-45.43765990159927
12410,Pindamonhangaba,SP,-22.934744945078158,-45.4566779657252
12411,Pindamonhangaba,SP,-22.93129428181601,-45.43592124225664
12412,Pindamonhangaba,SP,-22.953070810064496,-45.45910290851091
12413,Pindamonhangaba,SP,-22.947360870214744,-45.419263242807915
12414,Pindamonhangaba,SP,-22.945432107582036,-45.407988510722085
12415,Pindamonhangaba,SP,-22.96032949934854,-45.4084685040269
12420,Pindamonhangaba,SP,-22.94310641504543,-45.46523661649501
12421,Pindamonhangaba,SP,-22.95084468077828,-45.47887281233689
12422,Pindamonhangaba,SP,-22.936425609192046,-45.47206960119008
12423,Pindamonhangaba,SP,-22.946357355535095,-45.50318830428457
12424,Pindamonhangaba,SP,-22.95735385930446,-45.48825756661392
12425,Pindamonhangaba,SP,-22.931255651141978,-45.47658489549645
12426,Pindamonhangaba,SP,-22.95034035557552,-45.49829240299306
12440,Pindamonhangaba,SP,-22.912977836349942,-45.368567655138904
12441,Pindamonhangaba,SP,-22.924583605264854,-45.370284302858785
12442,Pindamonhangaba,SP,-22.938526521345235,-45.38231034960361
12443,Pindamonhangaba,SP,-22.896323278994668,-45.37170640368484
12444,Pindamonhangaba,SP,-22.896914141331756,-45.37921535608738
12445,Pindamonhangaba,SP,-22.888249250266018,-45.37619387549241
12446,Pindamonhangaba,SP,-22.8861757881407,-45.36757500018274
12450,Santo Antonio Do Pinhal,SP,-22.810029546164678,-45.688732842326665
12460,Campos Do Jordao,SP,-22.736719290555136,-45.58642608881505
12490,Sao Bento Do Sapucai,SP,-22.691052549132618,-45.71848783915089
12500,Guaratingueta,SP,-22.8131993917351,-45.192349595239556
12501,Guaratingueta,SP,-22.818514679065785,-45.19467054021875
12502,Guaratingueta,SP,-22.815724084859628,-45.18355793837524
12503,Guaratingueta,SP,-22.82570251752049,-45.190396155703745
12504,Guaratingueta,SP,-22.824192249559704,-45.20482515907631
12505,Guaratingueta,SP,-22.81405397128306,-45.19921598376671
12506,Guaratingueta,SP,-22.803475654213806,-45.210650615598176
12507,Guaratingueta,SP,-22.806655722449275,-45.23958710021273
12508,Guaratingueta,SP,-22.793410733784768,-45.269962685897234
12509,Guaratingueta,SP,-22.79660286583244,-45.22531925088038
12510,Guaratingueta,SP,-22.786281612566242,-45.22834581248162
12511,Guaratingueta,SP,-22.80001317939465,-45.207016929881995
12512,Guaratingueta,SP,-22.778161755463493,-45.20773514694765
12513,Guaratingueta,SP,-22.779316331117535,-45.198934037025474
12514,Guaratingueta,SP,-22.796690662075964,-45.19762460671174
12515,Guaratingueta,SP,-22.805762553276395,-45.193135141371066
12516,Guaratingueta,SP,-22.80137351233121,-45.18764504935384
12517,Guaratingueta,SP,-22.79612260022051,-45.18345967035634
12518,Guaratingueta,SP,-22.786431160715043,-45.1829864577279
12519,Guaratingueta,SP,-22.77706694665691,-45.18461849564355
12520,Guaratingueta,SP,-22.804121098710276,-45.178067083132866
12521,Guaratingueta,SP,-22.78150006307555,-45.16570982012877
12522,Guaratingueta,SP,-22.78457612899693,-45.15682180275243
12523,Guaratingueta,SP,-22.7870893310077,-45.14940713993481
12524,Guaratingueta,SP,-22.812804739016812,-45.17479404418047
12525,Potim,SP,-22.837559354084885,-45.257415742241896
12530,Cunha,SP,-23.07086402487931,-44.9555940657993
12540,Campos De Cunha,SP,-22.95340712430372,-44.84849926748931
12570,Aparecida,SP,-22.851231225609038,-45.24664690995327
12580,Roseira,SP,-22.89892925223835,-45.30439111476588
12600,Lorena,SP,-22.730893075320957,-45.12347279027041
12601,Lorena,SP,-22.737337032011396,-45.13123589899842
12602,Lorena,SP,-22.722327465958465,-45.12032191000221
12603,Lorena,SP,-22.72470103328506,-45.110465784534796
12604,Lorena,SP,-22.731494876815482,-45.10876763793231
12605,Lorena,SP,-22.738001173548327,-45.09597930974519
12606,Lorena,SP,-22.741511633167853,-45.10961076172541
12607,Lorena,SP,-22.742037748822597,-45.1157027378582
12608,Lorena,SP,-22.74166838074578,-45.12695023062281
12609,Lorena,SP,-22.750167811642005,-45.122034771904765
12610,Lorena,SP,-22.752527141494443,-45.13228629482509
12611,Lorena,SP,-22.743464335090177,-45.134539160429895
12615,Canas,SP,-22.704304183920105,-45.05444050515167
12620,Piquete,SP,-22.60890713530282,-45.1833131511937
12630,Cachoeira Paulista,SP,-22.665773825235462,-45.00905168465506
12690,Silveiras,SP,-22.667095203838738,-44.85266683118531
12701,Cruzeiro,SP,-22.578126240918923,-44.96154905740904
12702,Cruzeiro,SP,-22.585714522615266,-44.96826742540546
12703,Cruzeiro,SP,-22.584151267556344,-44.97634865146402
12704,Cruzeiro,SP,-22.57911350767951,-44.982804900039625
12705,Cruzeiro,SP,-22.574433964535988,-44.9699439571695
12710,Cruzeiro,SP,-22.56819591425783,-44.95975159898781
12711,Cruzeiro,SP,-22.563420602868664,-44.96790211457945
12712,Cruzeiro,SP,-22.56115136720201,-44.95953380184062
12720,Cruzeiro,SP,-22.565331214040913,-44.94479332512876
12721,Cruzeiro,SP,-22.558900388151834,-44.944464266925706
12722,Cruzeiro,SP,-22.561885153067195,-44.938151627874916
12723,Cruzeiro,SP,-22.560501195394984,-44.931592980293146
12730,Cruzeiro,SP,-22.579771088924836,-44.95308633578923
12760,Lavrinhas,SP,-22.560121483523083,-44.918835172991606
12800,Queluz,SP,-22.538991613960807,-44.77246182546043
12820,Areias,SP,-22.582287289027455,-44.69615578487731
12830,Sao Jose Do Barreiro,SP,-22.649594093894706,-44.57781789098196
12850,Bananal,SP,-22.68345055122797,-44.318917933330425
12870,Arapei,SP,-22.673672472958028,-44.446542673956124
12900,Braganca Paulista,SP,-22.95654497008028,-46.54196008538665
12902,Braganca Paulista,SP,-22.9593308949425,-46.54828841211657
12903,Braganca Paulista,SP,-22.9439588035687,-46.55429589206514
12904,Braganca Paulista,SP,-22.94460537113835,-46.54891700996332
12906,Braganca Paulista,SP,-22.939152964330194,-46.549405716769236
12908,Braganca Paulista,SP,-22.93517026970304,-46.54502290270544
12910,Braganca Paulista,SP,-22.941403551092012,-46.53164697568854
12912,Braganca Paulista,SP,-22.95116316531688,-46.53448031933412
12913,Braganca Paulista,SP,-22.96169371848571,-46.523854165256665
12914,Braganca Paulista,SP,-22.964802783097714,-46.53441931528525
12916,Braganca Paulista,SP,-22.98175444793326,-46.534030892457885
12917,Braganca Paulista,SP,-22.98121294137304,-46.54768553078246
12918,Braganca Paulista,SP,-22.974445811370575,-46.60200367976541
12919,Braganca Paulista,SP,-22.971100942584986,-46.55052117385689
12922,Braganca Paulista,SP,-22.914508447820744,-46.55569144608404
12924,Braganca Paulista,SP,-22.878146156994603,-46.530953922860846
12926,Braganca Paulista,SP,-22.922120847709277,-46.540070156788154
12927,Braganca Paulista,SP,-22.912974425354438,-46.53429413522275
12929,Braganca Paulista,SP,-22.93195334182427,-46.52404281144618
12930,Tuiuti,SP,-22.81419262248133,-46.69485417580671
12935,Vargem,SP,-22.894549657811083,-46.41063286982591
12940,Atibaia,SP,-23.11473052430801,-46.55288053987791
12941,Atibaia,SP,-23.123122478910513,-46.54158063237093
12942,Atibaia,SP,-23.122809182908796,-46.560050093984486
12943,Atibaia,SP,-23.127776892616296,-46.56912055201629
12944,Atibaia,SP,-23.109338900643962,-46.55435220767657
12945,Atibaia,SP,-23.112732633479,-46.52709406779922
12946,Atibaia,SP,-23.14170693300737,-46.55109717181269
12947,Atibaia,SP,-23.138324697214138,-46.558376432905796
12948,Atibaia,SP,-23.196335617852228,-46.58709106544782
12949,Atibaia,SP,-23.1524633151899,-46.59227999547524
12950,Atibaia,SP,-23.141731401854,-46.582233945880695
12951,Atibaia,SP,-23.124376740381013,-46.582791553466556
12952,Atibaia,SP,-23.08992524585618,-46.61165422508775
12953,Atibaia,SP,-23.09537257517733,-46.6002934902457
12954,Atibaia,SP,-23.073803305772532,-46.55657840378331
12955,Bom Jesus Dos Perdoes,SP,-23.138276989175566,-46.468612532513475
12960,Nazare Paulista,SP,-23.17365980834384,-46.39950999120283
12970,Piracaia,SP,-23.0558608520058,-46.359235959126025
12980,Joanopolis,SP,-22.930894216921274,-46.27503350450869
12990,Pedra Bela,SP,-22.795078505153498,-46.4459800210432
12995,Pinhalzinho,SP,-22.780736129682907,-46.588867109618306
13010,Campinas,SP,-22.90437708368826,-47.05895209128777
13012,Campinas,SP,-22.905002116394094,-47.059643520983876
13013,Campinas,SP,-22.906134398331158,-47.063455759433396
13015,Campinas,SP,-22.904213692481406,-47.05654899637804
13020,Campinas,SP,-22.898535319255775,-47.067913012524386
13023,Campinas,SP,-22.89384803253408,-47.06133702244195
13024,Campinas,SP,-22.892119186598126,-47.05458135882981
13025,Campinas,SP,-22.89838731739939,-47.051640547454824
13026,Campinas,SP,-22.912451674236532,-47.04911549910742
13030,Campinas,SP,-22.924969862053615,-47.07428354596362
13031,Campinas,SP,-22.91974562608373,-47.08545006284698
13032,Campinas,SP,-22.90787506147104,-47.085034848366966
13033,Campinas,SP,-22.90493675256665,-47.0970847230203
13034,Campinas,SP,-22.90936912513257,-47.09076806719007
13035,Campinas,SP,-22.91163569455388,-47.0747633444191
13036,Campinas,SP,-22.91947341080244,-47.06863500383827
13040,Campinas,SP,-22.93942997754596,-47.05945875329188
13041,Campinas,SP,-22.919581236170725,-47.05723143749277
13042,Campinas,SP,-22.94626727954731,-47.05049823985393
13043,Campinas,SP,-22.934052783934792,-47.04149327512879
13044,Campinas,SP,-22.94201063901168,-47.042321116234056
13045,Campinas,SP,-22.933999074895695,-47.0330400441391
13046,Campinas,SP,-22.934709833532807,-47.020690121451175
13049,Campinas,SP,-22.94823833181119,-47.08004442285132
13050,Campinas,SP,-22.94038299392597,-47.09526288732753
13051,Campinas,SP,-22.959176341060605,-47.08841447100673
13052,Campinas,SP,-22.97774492891905,-47.1041530696193
13053,Campinas,SP,-23.024933870653065,-47.11602451997855
13054,Campinas,SP,-22.97413138758236,-47.12644955885273
13055,Campinas,SP,-22.993762322090156,-47.11604357522069
13056,Campinas,SP,-22.97510045616461,-47.142925230302296
13057,Campinas,SP,-22.972177127739343,-47.16411864221615
13058,Campinas,SP,-22.951786190276994,-47.183933068148264
13059,Campinas,SP,-22.942673177094182,-47.15320354544112
13060,Campinas,SP,-22.931980169327545,-47.11184149169854
13061,Campinas,SP,-22.91127562068369,-47.11467894844891
13063,Campinas,SP,-22.88922927868442,-47.1085156313
13064,Campinas,SP,-22.900296724955908,-47.000376207127
13065,Campinas,SP,-22.881662979596374,-47.126000666911445
13067,Campinas,SP,-22.88744258227838,-47.14091707601181
13068,Campinas,SP,-22.863075231369574,-47.14998118893472
13069,Campinas,SP,-22.847124527138718,-47.13988679860964
13070,Campinas,SP,-22.89205755456594,-47.08244278411783
13073,Campinas,SP,-22.88460270536805,-47.06730188388008
13075,Campinas,SP,-22.88036748952471,-47.06080143054911
13076,Campinas,SP,-22.88170855771708,-47.05046426694718
13077,Campinas,SP,-22.87782250112632,-47.04251003049261
